loan_amnt,term,annual_inc,purpose,home_ownership,outcome
20000,60 months,430000,other,MORTGAGE,paid off
15000,36 months,37000,credit_card,MORTGAGE,default
35000,60 months,82000,small_business,MORTGAGE,default
9000,36 months,45000,credit_card,RENT,paid off
4125,36 months,35000,debt_consolidation,RENT,default
6000,36 months,59000,home_improvement,MORTGAGE,default
27050,60 months,89815,credit_card,MORTGAGE,paid off
16000,60 months,60000,debt_consolidation,RENT,default
10500,36 months,30000,debt_consolidation,RENT,default
16000,60 months,78000,vacation,RENT,default
20000,60 months,50000,debt_consolidation,MORTGAGE,default
28000,60 months,65000,credit_card,MORTGAGE,paid off
7900,36 months,22000,debt_consolidation,RENT,paid off
4800,36 months,40000,debt_consolidation,RENT,default
14300,36 months,29500,major_purchase,MORTGAGE,paid off
35000,60 months,94000,debt_consolidation,MORTGAGE,default
15000,36 months,114000,credit_card,MORTGAGE,paid off
16575,36 months,163177,debt_consolidation,MORTGAGE,paid off
6000,36 months,62500,debt_consolidation,MORTGAGE,paid off
17000,36 months,80000,debt_consolidation,RENT,paid off
5000,36 months,35000,other,RENT,default
17600,36 months,160000,credit_card,RENT,paid off
3000,36 months,50000,moving,RENT,default
20675,36 months,90000,debt_consolidation,MORTGAGE,default
10000,36 months,44000,debt_consolidation,RENT,paid off
9000,36 months,40000,debt_consolidation,RENT,default
10000,36 months,100000,small_business,MORTGAGE,default
4000,36 months,52000,debt_consolidation,RENT,paid off
16500,36 months,72000,debt_consolidation,RENT,paid off
29175,60 months,110000,credit_card,RENT,default
2000,36 months,45000,debt_consolidation,MORTGAGE,default
5000,36 months,27000,other,RENT,paid off
30000,36 months,74000,credit_card,MORTGAGE,paid off
24000,36 months,64000,debt_consolidation,MORTGAGE,paid off
9600,36 months,110000,home_improvement,MORTGAGE,paid off
2000,36 months,34800,small_business,MORTGAGE,paid off
3000,36 months,105000,home_improvement,MORTGAGE,paid off
5375,36 months,20000,major_purchase,RENT,paid off
21000,36 months,90000,house,MORTGAGE,paid off
6000,36 months,50000,debt_consolidation,RENT,paid off
7000,36 months,33000,debt_consolidation,RENT,paid off
35000,36 months,246733,other,MORTGAGE,default
8000,36 months,48000,debt_consolidation,RENT,default
5200,36 months,52000,debt_consolidation,RENT,paid off
15000,60 months,99000,debt_consolidation,MORTGAGE,default
10000,36 months,50000,debt_consolidation,RENT,paid off
12000,36 months,45000,debt_consolidation,RENT,default
5000,60 months,42000,debt_consolidation,MORTGAGE,default
11500,36 months,34560,debt_consolidation,MORTGAGE,default
18000,36 months,98000,debt_consolidation,RENT,paid off
18000,60 months,45479,credit_card,MORTGAGE,paid off
7000,36 months,60000,major_purchase,RENT,paid off
12000,36 months,92000,moving,RENT,default
16000,60 months,39500,home_improvement,MORTGAGE,default
5000,36 months,50000,home_improvement,RENT,default
20000,36 months,45000,major_purchase,RENT,paid off
3000,36 months,50000,medical,RENT,paid off
8000,36 months,54000,debt_consolidation,RENT,default
8000,60 months,56000,debt_consolidation,MORTGAGE,default
5200,36 months,45000,other,RENT,paid off
13000,36 months,183000,debt_consolidation,MORTGAGE,paid off
7000,36 months,48000,debt_consolidation,MORTGAGE,paid off
5000,36 months,30500,debt_consolidation,MORTGAGE,paid off
8000,36 months,82000,home_improvement,MORTGAGE,paid off
10625,36 months,53000,debt_consolidation,MORTGAGE,default
6000,36 months,45000,other,MORTGAGE,paid off
1000,36 months,15000,other,RENT,paid off
7200,36 months,55700,debt_consolidation,RENT,default
19200,36 months,81100,debt_consolidation,RENT,default
12000,36 months,68000,debt_consolidation,RENT,paid off
16825,60 months,60402,debt_consolidation,MORTGAGE,default
12000,60 months,48000,debt_consolidation,MORTGAGE,paid off
7525,36 months,42464,debt_consolidation,MORTGAGE,default
8000,36 months,85000,small_business,RENT,default
7000,36 months,104000,major_purchase,RENT,paid off
22000,36 months,48500,credit_card,MORTGAGE,default
12000,36 months,58000,debt_consolidation,RENT,default
3250,36 months,62000,other,RENT,paid off
7200,36 months,29000,debt_consolidation,RENT,default
14375,36 months,89000,debt_consolidation,RENT,paid off
12000,60 months,85356,other,MORTGAGE,default
10000,36 months,39500,debt_consolidation,RENT,default
8000,60 months,36000,debt_consolidation,RENT,default
1800,36 months,78000,debt_consolidation,MORTGAGE,paid off
2750,36 months,14000,other,RENT,default
17000,36 months,75000,credit_card,MORTGAGE,paid off
25000,60 months,60000,debt_consolidation,RENT,default
11800,36 months,36000,debt_consolidation,RENT,default
18000,60 months,60000,debt_consolidation,MORTGAGE,default
24000,36 months,175000,credit_card,MORTGAGE,default
5000,36 months,25000,credit_card,MORTGAGE,default
5000,36 months,50000,credit_card,MORTGAGE,default
11475,60 months,28800,debt_consolidation,MORTGAGE,default
14050,60 months,80000,debt_consolidation,RENT,default
24000,36 months,100000,debt_consolidation,MORTGAGE,default
6000,36 months,50000,small_business,OWN,default
7000,36 months,98000,debt_consolidation,MORTGAGE,default
30000,36 months,79000,debt_consolidation,RENT,paid off
4000,36 months,26004,debt_consolidation,MORTGAGE,paid off
2200,36 months,37000,home_improvement,MORTGAGE,paid off
32000,36 months,132000,debt_consolidation,MORTGAGE,default
10000,36 months,95000,major_purchase,RENT,paid off
8000,36 months,43680,debt_consolidation,MORTGAGE,default
10000,36 months,101000,wedding,RENT,paid off
6400,36 months,55800,small_business,RENT,default
16000,60 months,50000,debt_consolidation,OWN,paid off
2000,36 months,50000,debt_consolidation,MORTGAGE,default
27150,60 months,105000,debt_consolidation,MORTGAGE,default
15600,36 months,90000,credit_card,MORTGAGE,paid off
18000,60 months,90000,debt_consolidation,MORTGAGE,default
12000,60 months,45000,debt_consolidation,RENT,paid off
10000,36 months,29000,debt_consolidation,MORTGAGE,default
16500,60 months,55000,debt_consolidation,MORTGAGE,default
35000,60 months,120000,debt_consolidation,MORTGAGE,paid off
6000,36 months,60000,debt_consolidation,MORTGAGE,paid off
6000,36 months,52981,other,RENT,default
6075,60 months,44000,debt_consolidation,MORTGAGE,default
15000,36 months,68000,credit_card,MORTGAGE,paid off
12000,36 months,130000,debt_consolidation,MORTGAGE,paid off
29100,60 months,66000,debt_consolidation,MORTGAGE,default
6400,36 months,25000,debt_consolidation,RENT,default
15000,36 months,91000,debt_consolidation,OWN,paid off
14400,36 months,58000,debt_consolidation,RENT,paid off
9000,60 months,38000,car,MORTGAGE,paid off
3500,36 months,32000,debt_consolidation,OWN,paid off
13000,36 months,57000,debt_consolidation,MORTGAGE,paid off
24000,36 months,119000,debt_consolidation,MORTGAGE,default
16000,60 months,60000,debt_consolidation,RENT,default
2100,36 months,57200,wedding,RENT,default
12000,60 months,32960,debt_consolidation,MORTGAGE,paid off
12000,36 months,51000,debt_consolidation,OWN,paid off
5000,36 months,39500,major_purchase,MORTGAGE,paid off
11925,60 months,35000,debt_consolidation,RENT,default
13000,60 months,50000,debt_consolidation,MORTGAGE,paid off
3000,36 months,60000,other,RENT,paid off
14900,36 months,34075,debt_consolidation,OWN,paid off
10000,60 months,65000,credit_card,MORTGAGE,default
30000,60 months,100000,debt_consolidation,MORTGAGE,default
12875,36 months,45400,credit_card,MORTGAGE,default
35000,60 months,185000,debt_consolidation,MORTGAGE,default
10500,36 months,39204,debt_consolidation,RENT,paid off
20000,60 months,64434,major_purchase,OWN,default
4000,36 months,25200,debt_consolidation,MORTGAGE,default
7250,36 months,150000,credit_card,OTHER,paid off
21000,36 months,113100,debt_consolidation,RENT,paid off
5000,36 months,50000,other,MORTGAGE,paid off
9000,36 months,43600,wedding,RENT,default
5875,36 months,48000,debt_consolidation,RENT,paid off
21625,60 months,79455,credit_card,MORTGAGE,default
16050,36 months,61500,credit_card,MORTGAGE,default
9000,36 months,80000,debt_consolidation,MORTGAGE,default
11200,36 months,48000,other,RENT,default
12000,36 months,125000,other,RENT,paid off
7500,36 months,58000,credit_card,OWN,default
12000,60 months,54000,debt_consolidation,MORTGAGE,default
35000,36 months,78000,debt_consolidation,MORTGAGE,paid off
21725,60 months,50000,debt_consolidation,RENT,default
15000,36 months,102000,debt_consolidation,RENT,paid off
25025,60 months,51000,small_business,OWN,default
7000,36 months,78000,debt_consolidation,RENT,paid off
11700,36 months,35000,car,RENT,default
20125,60 months,45000,debt_consolidation,MORTGAGE,default
12000,60 months,58324,debt_consolidation,MORTGAGE,paid off
12000,36 months,75000,debt_consolidation,OWN,default
3200,36 months,35000,credit_card,RENT,paid off
16000,36 months,59000,debt_consolidation,RENT,default
15500,60 months,36000,debt_consolidation,RENT,paid off
5500,36 months,20800,debt_consolidation,MORTGAGE,default
17500,36 months,70000,debt_consolidation,RENT,default
4750,36 months,10400,small_business,OWN,default
35000,36 months,130000,debt_consolidation,MORTGAGE,paid off
20000,36 months,60000,debt_consolidation,RENT,default
15000,36 months,71000,small_business,RENT,default
6000,36 months,70000,credit_card,MORTGAGE,paid off
13500,36 months,40000,debt_consolidation,RENT,paid off
27150,60 months,70000,debt_consolidation,MORTGAGE,default
27050,60 months,70000,small_business,RENT,default
15000,36 months,65000,credit_card,RENT,default
5300,36 months,65000,wedding,RENT,paid off
10000,36 months,40000,other,MORTGAGE,default
5000,60 months,33000,other,RENT,default
24000,36 months,100000,home_improvement,MORTGAGE,paid off
2875,36 months,50000,debt_consolidation,RENT,paid off
5250,36 months,31800,medical,MORTGAGE,paid off
10000,36 months,56517,debt_consolidation,MORTGAGE,default
10500,36 months,55000,medical,RENT,paid off
11625,36 months,72000,other,MORTGAGE,paid off
12800,36 months,65000,credit_card,MORTGAGE,paid off
12000,60 months,55000,credit_card,RENT,default
21000,60 months,102000,home_improvement,MORTGAGE,default
8400,36 months,75000,debt_consolidation,MORTGAGE,default
3975,36 months,27000,debt_consolidation,RENT,default
6100,60 months,30000,debt_consolidation,MORTGAGE,default
6000,36 months,45000,debt_consolidation,RENT,default
3825,36 months,39000,other,RENT,paid off
24250,60 months,86180,credit_card,MORTGAGE,paid off
12500,36 months,95000,debt_consolidation,MORTGAGE,paid off
13750,60 months,78000,credit_card,RENT,default
5800,36 months,21000,debt_consolidation,RENT,default
20000,60 months,96000,major_purchase,MORTGAGE,default
5000,36 months,28000,car,RENT,default
25000,60 months,80000,home_improvement,MORTGAGE,default
15000,36 months,78000,debt_consolidation,MORTGAGE,default
3000,36 months,18500,debt_consolidation,RENT,default
10750,36 months,32000,debt_consolidation,RENT,default
16800,60 months,39000,debt_consolidation,RENT,paid off
5000,36 months,70000,vacation,MORTGAGE,paid off
16000,36 months,80000,debt_consolidation,RENT,default
18000,36 months,60000,debt_consolidation,RENT,paid off
10000,36 months,60740,debt_consolidation,RENT,paid off
8025,36 months,65000,debt_consolidation,RENT,default
20000,36 months,60000,debt_consolidation,MORTGAGE,default
15350,60 months,108000,debt_consolidation,MORTGAGE,default
4500,36 months,32000,debt_consolidation,RENT,paid off
14300,60 months,150000,debt_consolidation,RENT,default
18600,60 months,126000,debt_consolidation,MORTGAGE,paid off
8600,36 months,112500,debt_consolidation,MORTGAGE,paid off
8325,36 months,24000,home_improvement,MORTGAGE,default
24000,60 months,199000,debt_consolidation,MORTGAGE,paid off
5500,36 months,20000,debt_consolidation,RENT,default
8000,36 months,49000,debt_consolidation,MORTGAGE,paid off
10000,36 months,38400,debt_consolidation,OWN,paid off
11500,36 months,35000,debt_consolidation,RENT,default
5000,36 months,30288,small_business,OWN,default
15000,36 months,43000,credit_card,RENT,default
15000,36 months,38000,credit_card,MORTGAGE,default
12000,36 months,45000,debt_consolidation,RENT,paid off
20000,60 months,260000,debt_consolidation,MORTGAGE,paid off
35000,36 months,92000,debt_consolidation,RENT,paid off
34000,60 months,140000,debt_consolidation,MORTGAGE,paid off
3000,36 months,39757,other,RENT,paid off
21850,60 months,50000,debt_consolidation,RENT,default
20000,60 months,63700,debt_consolidation,MORTGAGE,paid off
8000,36 months,85000,debt_consolidation,RENT,default
22250,36 months,50000,debt_consolidation,MORTGAGE,paid off
5000,36 months,42000,other,RENT,paid off
3600,36 months,55000,credit_card,MORTGAGE,paid off
7200,36 months,36000,debt_consolidation,RENT,default
12000,36 months,53000,credit_card,RENT,paid off
6125,36 months,60000,credit_card,MORTGAGE,paid off
7000,36 months,80000,other,MORTGAGE,paid off
16425,60 months,50000,debt_consolidation,MORTGAGE,default
20000,60 months,80000,debt_consolidation,MORTGAGE,default
9125,36 months,28000,credit_card,RENT,default
12175,36 months,50000,debt_consolidation,MORTGAGE,default
16000,36 months,40000,debt_consolidation,RENT,paid off
15000,36 months,50000,debt_consolidation,MORTGAGE,paid off
4800,36 months,80000,medical,RENT,paid off
20000,36 months,65000,small_business,RENT,default
11050,36 months,40000,home_improvement,MORTGAGE,default
15000,36 months,60000,debt_consolidation,RENT,default
30000,60 months,107000,debt_consolidation,MORTGAGE,paid off
15550,60 months,50000,debt_consolidation,RENT,default
4000,60 months,45000,other,RENT,default
4750,36 months,45600,major_purchase,MORTGAGE,paid off
5375,36 months,21000,debt_consolidation,MORTGAGE,default
21000,36 months,102000,medical,RENT,default
24625,60 months,55000,debt_consolidation,RENT,default
10000,36 months,60000,medical,RENT,default
4000,36 months,20800,credit_card,RENT,default
16000,60 months,125000,debt_consolidation,MORTGAGE,default
6850,36 months,53000,debt_consolidation,MORTGAGE,paid off
10975,36 months,32000,credit_card,OWN,default
9600,36 months,55000,credit_card,RENT,paid off
8400,60 months,30204,debt_consolidation,RENT,default
10000,36 months,95000,credit_card,RENT,paid off
15000,60 months,82800,debt_consolidation,MORTGAGE,paid off
23500,60 months,53500,credit_card,MORTGAGE,default
10000,36 months,40000,credit_card,RENT,paid off
6500,36 months,47000,debt_consolidation,MORTGAGE,paid off
18825,36 months,42000,debt_consolidation,MORTGAGE,default
10000,36 months,57000,debt_consolidation,RENT,paid off
2800,36 months,39000,other,RENT,default
22000,60 months,116000,debt_consolidation,MORTGAGE,default
5000,36 months,128000,medical,MORTGAGE,default
16425,36 months,37440,debt_consolidation,OWN,default
17000,36 months,80000,debt_consolidation,OWN,default
33950,36 months,105000,debt_consolidation,MORTGAGE,default
4350,36 months,20000,debt_consolidation,RENT,paid off
3000,36 months,55000,moving,RENT,paid off
5000,60 months,65000,home_improvement,MORTGAGE,default
10000,36 months,55000,debt_consolidation,OWN,paid off
6000,36 months,31500,other,RENT,default
21000,36 months,97000,debt_consolidation,MORTGAGE,paid off
18000,60 months,40000,debt_consolidation,MORTGAGE,default
21000,36 months,137000,debt_consolidation,RENT,default
10700,36 months,72000,debt_consolidation,RENT,default
15500,36 months,56400,debt_consolidation,MORTGAGE,default
7925,36 months,24000,other,RENT,default
16000,60 months,65000,other,MORTGAGE,paid off
2000,36 months,48000,credit_card,RENT,default
6800,36 months,77182,debt_consolidation,RENT,paid off
12000,36 months,175000,wedding,RENT,paid off
15000,60 months,42000,credit_card,MORTGAGE,default
8400,36 months,36000,credit_card,OWN,paid off
6000,36 months,30000,debt_consolidation,RENT,default
6000,60 months,53004,other,MORTGAGE,paid off
7000,36 months,65000,debt_consolidation,RENT,default
8000,36 months,55200,debt_consolidation,RENT,default
14400,36 months,48000,debt_consolidation,RENT,paid off
15000,36 months,72000,small_business,OTHER,default
3000,36 months,80000,home_improvement,MORTGAGE,paid off
10000,36 months,62000,debt_consolidation,MORTGAGE,paid off
10000,36 months,77000,other,OWN,paid off
14000,60 months,120000,credit_card,MORTGAGE,default
18000,36 months,70000,credit_card,RENT,default
35000,60 months,87295,home_improvement,MORTGAGE,default
20000,60 months,63820,debt_consolidation,MORTGAGE,default
5000,36 months,33600,debt_consolidation,MORTGAGE,paid off
20000,60 months,67000,home_improvement,MORTGAGE,default
17550,60 months,39000,debt_consolidation,MORTGAGE,default
16000,36 months,235000,credit_card,MORTGAGE,paid off
16575,60 months,39700,debt_consolidation,RENT,paid off
13150,36 months,50000,credit_card,RENT,default
12000,36 months,55000,credit_card,RENT,paid off
15000,36 months,76000,debt_consolidation,MORTGAGE,default
10650,60 months,25000,debt_consolidation,MORTGAGE,paid off
3600,36 months,85000,vacation,MORTGAGE,paid off
8000,36 months,70000,debt_consolidation,MORTGAGE,default
35000,60 months,70000,medical,MORTGAGE,default
23550,60 months,52800,home_improvement,MORTGAGE,default
6000,36 months,90000,debt_consolidation,MORTGAGE,default
21725,36 months,90000,vacation,MORTGAGE,default
27000,60 months,170000,debt_consolidation,MORTGAGE,default
8875,36 months,40000,debt_consolidation,MORTGAGE,default
30225,60 months,52000,small_business,MORTGAGE,default
7650,36 months,57000,debt_consolidation,RENT,default
9600,36 months,50000,debt_consolidation,MORTGAGE,paid off
18000,60 months,65000,debt_consolidation,MORTGAGE,default
15350,36 months,36000,credit_card,RENT,default
7200,36 months,60000,credit_card,RENT,paid off
14000,60 months,41000,debt_consolidation,OWN,default
8950,36 months,70000,debt_consolidation,MORTGAGE,default
35000,36 months,125000,small_business,RENT,paid off
5700,36 months,65000,debt_consolidation,RENT,paid off
5800,36 months,110000,debt_consolidation,MORTGAGE,default
12000,36 months,112000,credit_card,MORTGAGE,paid off
2500,36 months,140000,vacation,MORTGAGE,paid off
3200,36 months,42500,debt_consolidation,RENT,paid off
19200,60 months,47000,credit_card,RENT,paid off
31500,60 months,94000,debt_consolidation,MORTGAGE,default
5000,60 months,48000,car,MORTGAGE,paid off
24000,60 months,70000,debt_consolidation,MORTGAGE,default
20000,36 months,175000,debt_consolidation,RENT,paid off
7200,36 months,114000,debt_consolidation,MORTGAGE,default
18000,60 months,45000,debt_consolidation,MORTGAGE,default
13000,36 months,60200,small_business,RENT,default
16000,36 months,72000,debt_consolidation,OWN,default
15000,36 months,120000,debt_consolidation,MORTGAGE,default
6000,36 months,33000,major_purchase,RENT,default
8000,36 months,26000,debt_consolidation,RENT,paid off
16800,60 months,98000,major_purchase,MORTGAGE,paid off
7000,36 months,22800,other,OWN,default
16000,36 months,116686,home_improvement,MORTGAGE,paid off
11500,36 months,50000,debt_consolidation,MORTGAGE,default
5000,36 months,17000,vacation,RENT,default
7000,36 months,52000,debt_consolidation,RENT,paid off
8725,36 months,45000,debt_consolidation,MORTGAGE,paid off
3200,36 months,60000,debt_consolidation,RENT,default
8000,36 months,44000,debt_consolidation,RENT,paid off
10000,36 months,60000,small_business,MORTGAGE,default
9600,36 months,40000,debt_consolidation,RENT,default
12000,36 months,90000,car,MORTGAGE,paid off
15000,60 months,68000,debt_consolidation,RENT,paid off
24000,36 months,70000,credit_card,MORTGAGE,default
10000,60 months,31000,debt_consolidation,RENT,default
10000,36 months,39000,debt_consolidation,RENT,paid off
7375,36 months,55000,credit_card,MORTGAGE,default
6000,36 months,40000,debt_consolidation,RENT,default
10000,36 months,48000,home_improvement,MORTGAGE,paid off
12000,36 months,62500,debt_consolidation,MORTGAGE,default
3300,36 months,24000,medical,MORTGAGE,default
12000,36 months,91234,home_improvement,MORTGAGE,paid off
3600,36 months,69000,other,RENT,paid off
10000,36 months,45000,credit_card,MORTGAGE,paid off
20000,36 months,132650,home_improvement,MORTGAGE,paid off
25000,36 months,81000,debt_consolidation,MORTGAGE,default
20000,36 months,57000,credit_card,MORTGAGE,paid off
10575,36 months,96000,debt_consolidation,OWN,default
5000,36 months,18500,other,MORTGAGE,paid off
3650,36 months,80000,debt_consolidation,RENT,paid off
18000,36 months,80000,wedding,MORTGAGE,paid off
15000,36 months,130000,credit_card,RENT,paid off
15000,36 months,58000,other,RENT,paid off
8875,36 months,26000,debt_consolidation,OWN,default
14000,60 months,82000,home_improvement,MORTGAGE,paid off
7800,36 months,72800,debt_consolidation,MORTGAGE,default
29000,60 months,115000,debt_consolidation,MORTGAGE,paid off
19600,36 months,65000,home_improvement,MORTGAGE,default
15250,36 months,49000,credit_card,RENT,paid off
18000,36 months,47592,debt_consolidation,MORTGAGE,default
6400,36 months,44000,credit_card,MORTGAGE,paid off
22800,36 months,60320,credit_card,MORTGAGE,default
17000,36 months,55000,debt_consolidation,MORTGAGE,paid off
12000,60 months,34000,debt_consolidation,MORTGAGE,default
18950,36 months,72000,other,MORTGAGE,paid off
10000,60 months,36600,debt_consolidation,RENT,default
28000,36 months,85000,debt_consolidation,RENT,paid off
15000,60 months,60000,debt_consolidation,MORTGAGE,default
10800,60 months,36000,car,RENT,default
5000,60 months,60000,major_purchase,MORTGAGE,default
3000,36 months,123800,debt_consolidation,MORTGAGE,paid off
21000,60 months,55000,credit_card,MORTGAGE,default
4800,36 months,55000,credit_card,MORTGAGE,default
3500,36 months,71232,car,OWN,paid off
20000,36 months,60000,debt_consolidation,RENT,default
1500,36 months,210000,major_purchase,RENT,paid off
20000,36 months,90000,debt_consolidation,RENT,paid off
12500,36 months,70000,credit_card,MORTGAGE,paid off
8000,36 months,48000,credit_card,MORTGAGE,default
10000,36 months,64000,debt_consolidation,OWN,paid off
7000,36 months,88000,debt_consolidation,MORTGAGE,paid off
18725,60 months,126440,debt_consolidation,OWN,default
6700,36 months,120000,credit_card,MORTGAGE,default
6000,60 months,18000,small_business,RENT,default
7750,36 months,28000,debt_consolidation,RENT,default
21000,60 months,78000,credit_card,RENT,default
10000,36 months,36000,debt_consolidation,RENT,default
20000,36 months,85000,debt_consolidation,RENT,paid off
21000,36 months,125000,debt_consolidation,MORTGAGE,paid off
16000,60 months,62000,debt_consolidation,MORTGAGE,paid off
2500,36 months,12000,debt_consolidation,OWN,default
14975,36 months,55000,debt_consolidation,RENT,paid off
13600,36 months,34000,debt_consolidation,MORTGAGE,paid off
12000,36 months,76000,debt_consolidation,MORTGAGE,paid off
8900,60 months,28500,debt_consolidation,RENT,default
15000,60 months,43680,credit_card,RENT,paid off
12000,36 months,110000,small_business,RENT,default
4200,36 months,38000,debt_consolidation,RENT,paid off
21000,36 months,180000,debt_consolidation,MORTGAGE,paid off
25000,36 months,90000,small_business,RENT,default
5200,36 months,55000,credit_card,MORTGAGE,paid off
3200,36 months,113000,wedding,MORTGAGE,paid off
25000,36 months,153000,small_business,MORTGAGE,paid off
3000,36 months,200000,credit_card,MORTGAGE,paid off
13800,36 months,35000,debt_consolidation,RENT,paid off
6000,60 months,60000,home_improvement,MORTGAGE,paid off
10000,36 months,49500,other,OWN,paid off
9750,36 months,49872,other,RENT,default
12375,36 months,36000,debt_consolidation,MORTGAGE,default
20000,60 months,110000,debt_consolidation,RENT,default
15000,36 months,70000,credit_card,RENT,paid off
5000,36 months,50000,debt_consolidation,MORTGAGE,paid off
10800,60 months,31200,small_business,RENT,default
28000,60 months,85940,debt_consolidation,MORTGAGE,default
30000,36 months,150000,home_improvement,MORTGAGE,paid off
5600,36 months,38004,credit_card,RENT,paid off
35000,36 months,140000,major_purchase,RENT,paid off
14000,36 months,80500,debt_consolidation,MORTGAGE,paid off
35000,36 months,140000,debt_consolidation,MORTGAGE,paid off
29700,60 months,67000,house,OWN,default
12000,36 months,53000,debt_consolidation,MORTGAGE,paid off
10925,36 months,285000,medical,MORTGAGE,default
10400,36 months,41700,debt_consolidation,OWN,paid off
12000,36 months,82000,major_purchase,MORTGAGE,paid off
12000,36 months,68514,debt_consolidation,MORTGAGE,paid off
5000,36 months,90468,home_improvement,MORTGAGE,default
15000,36 months,93000,debt_consolidation,MORTGAGE,paid off
24000,60 months,60000,house,OWN,default
10000,36 months,80000,debt_consolidation,MORTGAGE,paid off
24250,36 months,101000,debt_consolidation,OWN,paid off
35000,60 months,70000,small_business,RENT,default
8875,36 months,38200,home_improvement,RENT,paid off
35000,60 months,110000,debt_consolidation,MORTGAGE,default
11000,36 months,150000,debt_consolidation,OWN,paid off
12000,36 months,39900,debt_consolidation,RENT,paid off
18825,36 months,48000,debt_consolidation,MORTGAGE,paid off
7000,36 months,45000,debt_consolidation,RENT,paid off
13500,36 months,67750,credit_card,MORTGAGE,paid off
30000,60 months,68000,house,OWN,default
14600,36 months,98000,debt_consolidation,MORTGAGE,default
15000,36 months,210000,other,MORTGAGE,default
29175,36 months,65000,debt_consolidation,MORTGAGE,default
15000,36 months,48000,debt_consolidation,RENT,default
18200,60 months,57000,debt_consolidation,MORTGAGE,paid off
11100,36 months,32000,debt_consolidation,RENT,default
25000,36 months,120000,debt_consolidation,MORTGAGE,paid off
21050,60 months,67000,credit_card,MORTGAGE,default
24250,60 months,107496,credit_card,MORTGAGE,paid off
19150,60 months,48000,debt_consolidation,MORTGAGE,default
15000,36 months,54000,debt_consolidation,RENT,default
28000,60 months,85000,debt_consolidation,MORTGAGE,paid off
5000,36 months,16800,other,OWN,paid off
6000,36 months,55000,debt_consolidation,MORTGAGE,paid off
20000,36 months,200000,debt_consolidation,MORTGAGE,paid off
9500,36 months,42000,debt_consolidation,RENT,paid off
3000,60 months,15000,other,RENT,default
12800,36 months,73000,debt_consolidation,RENT,default
10625,36 months,32000,debt_consolidation,RENT,default
23000,36 months,89000,debt_consolidation,MORTGAGE,default
24925,36 months,200000,home_improvement,MORTGAGE,paid off
25000,60 months,56000,credit_card,MORTGAGE,default
23675,60 months,100000,debt_consolidation,MORTGAGE,default
18225,36 months,42000,credit_card,MORTGAGE,paid off
5975,36 months,70000,debt_consolidation,MORTGAGE,paid off
5000,36 months,179376,other,RENT,default
14000,36 months,220000,other,RENT,paid off
5000,36 months,35000,debt_consolidation,RENT,paid off
15000,36 months,40000,debt_consolidation,RENT,paid off
8175,36 months,122400,debt_consolidation,MORTGAGE,default
4000,36 months,50000,debt_consolidation,RENT,paid off
6000,36 months,185000,debt_consolidation,MORTGAGE,paid off
17000,60 months,50000,debt_consolidation,MORTGAGE,default
14800,36 months,60000,debt_consolidation,MORTGAGE,default
35000,36 months,82000,small_business,RENT,default
18000,36 months,75000,debt_consolidation,OWN,paid off
20000,36 months,130000,credit_card,RENT,paid off
20825,36 months,52243,debt_consolidation,RENT,paid off
24000,36 months,80250,debt_consolidation,MORTGAGE,paid off
4500,36 months,60000,other,RENT,default
4500,36 months,27600,major_purchase,OWN,default
14000,36 months,67000,credit_card,RENT,paid off
16000,36 months,80000,debt_consolidation,MORTGAGE,paid off
11325,36 months,25000,debt_consolidation,RENT,paid off
11000,36 months,62000,debt_consolidation,RENT,paid off
12000,60 months,58800,major_purchase,MORTGAGE,paid off
14400,36 months,55000,credit_card,MORTGAGE,paid off
29100,60 months,65000,debt_consolidation,MORTGAGE,default
5100,36 months,30000,car,MORTGAGE,paid off
13225,36 months,65000,credit_card,MORTGAGE,paid off
5000,36 months,75000,other,MORTGAGE,paid off
11900,60 months,38000,car,RENT,default
10000,60 months,52000,debt_consolidation,RENT,default
12000,60 months,100000,debt_consolidation,RENT,default
15350,36 months,48000,small_business,RENT,default
10000,36 months,110000,debt_consolidation,MORTGAGE,paid off
11000,36 months,57400,credit_card,MORTGAGE,paid off
24000,60 months,75000,debt_consolidation,MORTGAGE,default
12500,36 months,40000,debt_consolidation,MORTGAGE,default
6075,36 months,32000,debt_consolidation,OWN,default
27500,36 months,71000,debt_consolidation,MORTGAGE,default
2500,36 months,40000,debt_consolidation,RENT,default
10000,36 months,38000,debt_consolidation,RENT,paid off
6000,36 months,70000,debt_consolidation,MORTGAGE,paid off
26500,36 months,67000,debt_consolidation,OWN,default
15000,36 months,60000,debt_consolidation,RENT,paid off
10000,36 months,49500,debt_consolidation,MORTGAGE,paid off
5000,36 months,45000,debt_consolidation,MORTGAGE,default
10000,60 months,46000,debt_consolidation,MORTGAGE,paid off
9000,36 months,41000,debt_consolidation,RENT,default
20775,60 months,65000,other,MORTGAGE,paid off
5000,36 months,101000,other,MORTGAGE,paid off
13750,36 months,58000,debt_consolidation,MORTGAGE,default
19075,36 months,42500,debt_consolidation,RENT,default
4200,36 months,120000,debt_consolidation,RENT,paid off
12000,60 months,48000,debt_consolidation,RENT,default
10050,60 months,30000,debt_consolidation,RENT,default
10550,36 months,40000,debt_consolidation,MORTGAGE,paid off
27300,60 months,70000,other,MORTGAGE,default
28000,36 months,80000,credit_card,MORTGAGE,default
